Player Name,Season,Statistic,Variable,Value
Thaworn Wiratchant,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"89,500"
Pablo Martin Benavides,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"88,907"
Ignacio Garrido,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"87,840"
Tetsuji Hiratsuka,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"86,500"
Jason Gore,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"82,213"
K.T. Kim,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"82,102"
Todd Hamilton,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"77,608"
Greg Norman,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"77,500"
Erik Compton,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"77,245"
Chris Wilson,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"76,481"
Frank Lickliter II,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"74,721"
Justin Bolli,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"73,990"
Kevin Johnson,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"69,806"
Brent Delahoussaye,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"69,708"
Mike Small,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"69,665"
John Huston,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"69,249"
Kyle Stanley,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"68,090"
Brandt Jobe,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"60,317"
Brendan Jones,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"60,200"
Hiroyuki Fujita,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"59,118"
Shane Bertsch,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"57,108"
Alejandro Canizares,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"55,956"
Billy Andrade,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"55,000"
Guy Boros,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"54,833"
Chris Kirk,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"54,480"
Parker McLachlin,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"53,291"
Andrew McLardy,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"53,106"
Peter Jacobsen,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"52,500"
Greg Kraft,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"52,176"
Darren Fichardt,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"51,000"
Chih-Bing Lam,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"51,000"
John Cook,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"50,000"
Shaaban Hussin,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"50,000"
Chris Baryla,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"49,254"
Michael Putnam,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"48,850"
Bradley Dredge,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"48,000"
Marcel Siem,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"48,000"
Mark Brooks,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"46,360"
Jamie Lovemark,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"45,400"
Fran Quinn,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"45,096"
Chris Wood,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"45,000"
Kevin Chappell,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"44,000"
John Ellis,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"44,000"
Robert Damron,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"42,446"
James Kingston,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"42,250"
Steve Allan,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"42,000"
Hennie Otto,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"40,750"
Dicky Pride,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"40,120"
Jonathan Kaye,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"38,989"
Ben Martin,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"37,500"
William McGirt,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"37,500"
Alexandre Rocha,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"37,040"
Matteo Manassero,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"36,500"
Michael Jonzon,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"35,875"
Shunsuke Sonoda,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"34,750"
Bobby Gates,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"34,722"
Toru Taniguchi,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"34,720"
Shane Lowry,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"33,792"
Colm Moriarty,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"33,792"
Benjamin Fox,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"33,540"
Michio Matsumura,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"33,500"
Todd Fischer,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"31,200"
Colin Montgomerie,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"30,978"
Danny Willett,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"30,250"
Jim Carter,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"29,285"
John Morse,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"28,998"
Tag Ridings,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"28,594"
Jim Herman,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"28,385"
Kang-Chun Wu,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"27,750"
Chao Li,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"26,500"
Jhonattan Vegas,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"26,483"
Hao Yuan,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"25,500"
Joseph Bramlett,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"25,000"
Andres Gonzales,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"25,000"
Scott Gordon,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"25,000"
Justin Hicks,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"25,000"
Billy Horschel,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"25,000"
Sung Kang,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"25,000"
Bio Kim,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"25,000"
Matt McQuillan,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"25,000"
Zack Miller,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"25,000"
Jim Renner,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"25,000"
Nate Smith,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"25,000"
Scott Stallings,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"25,000"
Will Strickler,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"25,000"
Michael Thompson,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"25,000"
Eric Axley,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"24,124"
Chris Smith,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"23,400"
Jason Allred,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"23,385"
Rafa Cabrera Bello,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"23,385"
Shigeki Maruyama,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"22,440"
Len Mattiace,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"22,200"
Michael Clark II,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"21,045"
Rob Grube,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"19,890"
Adam Hadwin,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"19,890"
Brock Mackenzie,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"19,890"
Danny Wax,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"19,450"
Phil Tataurangi,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"19,449"
Danny Chia,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"19,046"
Zane Scotland,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"19,046"
Jason Schultz,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"18,845"
Michael O'Neal,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"18,424"
Peter Senior,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"18,048"
Jon Mills,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"17,818"
Drew Weaver,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"17,366"
Hirofumi Miyase,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"17,126"
Steven Tiley,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"17,126"
Andrew Coltart,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"16,742"
Gareth Maybin,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"16,672"
Thomas Aiken,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"16,358"
Erick Justesen,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"15,651"
Rob Labritz,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"14,150"
Tom Byrum,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"13,420"
Jeff Burns,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"13,237"
Robin Freeman,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"13,062"
Matthew Richardson,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"13,023"
Thomas Levet,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"12,960"
J.L. Lewis,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"12,960"
Santiago Luna,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"12,960"
"Jerry Richardson, Jr.",2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"12,725"
Phil Schmitt,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"12,544"
Ty Tryon,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"12,293"
Brad Adamonis,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"12,060"
Jason Preeo,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"11,707"
Chris Rogers,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"11,704"
Casey Wittenberg,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"11,200"
Ryuichi Oda,2010,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"11,165"
