rank,Game,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,age,mechanic,Area Control,Dice Rolling,Variable Player Powers,Partnerships,Set Collection,Hand Management,Deck,Tile Placement,Simulation,Storytelling,Memory,Player Elimination,Role Playing,Press Your Luck,owned,category,Environmental,Medical,Card Game,Civilization,Economic,Fantasy,Puzzle,TV/Movie/Radio,War,Horror,Murder/Mystery,Party Game,Trivia,Racing,Territory Building,Adventure,Dice
83,Paths of Glory,2,2,480,480,480,1999,8.02303,7.48676,3619,14,"Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement",0,1,0,0,0,0,0,0,0,0,0,0,0,0,6617,"Wargame, World War I",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84,Ticket to Ride: Europe,2,5,60,30,60,2005,7.59141,7.48291,36109,8,"Card Drafting, Hand Management, Route/Network Building, Set Collection",0,0,0,0,1,1,0,0,0,0,0,0,0,0,45980,"Trains, Travel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Chaos in the Old World,3,4,120,60,120,2009,7.68508,7.48017,11320,13,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Dice Rolling, Hand Management, Role Playing, Take That, Variable Player Powers",1,1,1,0,0,1,0,0,0,0,0,0,1,0,12245,"Fantasy, Fighting, Horror, Mythology, Wargame",0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
86,Combat Commander: Europe,2,2,180,60,180,2006,7.91908,7.47245,4379,12,"Campaign / Battle Card Driven, Hex-and-Counter, Simulation, Variable Phase Order",0,0,0,0,0,0,0,0,1,0,0,0,0,0,6322,"Wargame, World War II",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
87,Clank!: A Deck-Building Adventure,1,4,60,30,60,2016,8.04394,7.46587,3892,12,"Deck / Pool Building, Player Elimination, Point to Point Movement, Press Your Luck",0,0,0,0,0,0,1,0,0,0,0,1,0,0,5823,"Adventure, Fantasy",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
88,Cosmic Encounter,3,5,120,60,120,2008,7.60942,7.46371,19182,12,"Hand Management, Partnerships, Take That, Variable Player Powers",0,0,1,1,0,1,0,0,0,0,0,0,0,0,23196,"Bluffing, Negotiation, Science Fiction, Space Exploration",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Istanbul,2,5,60,40,60,2014,7.63214,7.46275,12624,10,"Dice Rolling, Grid Movement, Modular Board, Pick-up and Deliver",0,1,0,0,0,0,0,0,0,0,0,0,0,0,16187,Economic,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
90,Steam,3,5,90,90,90,2009,7.68041,7.45043,8048,10,"Auction/Bidding, Pick-up and Deliver, Route/Network Building, Tile Placement",0,0,0,0,0,0,0,1,0,0,0,0,0,0,8782,"Economic, Trains, Transportation",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
91,Goa,2,4,90,90,90,2004,7.64275,7.4457,9666,12,"Auction/Bidding, Hand Management, Press Your Luck",0,0,0,0,0,1,0,0,0,0,0,0,0,0,9491,"Economic, Farming, Nautical, Renaissance",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
92,Viticulture,2,6,90,90,90,2013,7.77049,7.44521,6166,13,"Hand Management, Worker Placement",0,0,0,0,0,1,0,0,0,0,0,0,0,0,6396,"Economic, Farming",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
93,The Lord of the Rings: The Card Game,1,2,60,60,60,2011,7.64153,7.43474,15007,13,"Co-operative Play, Hand Management, Variable Player Powers",0,0,1,0,0,1,0,0,0,0,0,0,0,0,23148,"Card Game, Collectible Components, Fantasy, Novel-based",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
94,Age of Steam,1,6,120,120,120,2002,7.70326,7.43042,6756,13,"Auction/Bidding, Dice Rolling, Player Elimination, Route/Network Building, Tile Placement",0,1,0,0,0,0,0,1,0,0,0,1,0,0,6296,"Economic, Trains, Transportation",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
95,La Granja,1,4,120,90,120,2014,7.80337,7.43025,4902,12,"Area Control / Area Influence, Dice Rolling, Hand Management, Simultaneous Action Selection, Variable Player Powers, Worker Placement",1,1,1,0,0,1,0,0,0,0,0,0,0,0,6863,"Economic, Farming",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
96,Splendor,2,4,30,30,30,2014,7.53593,7.42992,30262,10,"Card Drafting, Set Collection",0,0,0,0,1,0,0,0,0,0,0,0,0,0,40252,"Card Game, Economic, Renaissance",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
97,The Princes of Florence,2,5,100,75,100,2000,7.59193,7.4296,13159,12,"Auction/Bidding, Tile Placement",0,0,0,0,0,0,0,1,0,0,0,0,0,0,13923,"City Building, Renaissance",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Hansa Teutonica,2,5,90,45,90,2009,7.64054,7.42551,8492,12,"Action Point Allowance System, Area Control / Area Influence, Point to Point Movement, Route/Network Building",1,0,0,0,0,0,0,0,0,0,0,0,0,0,8395,Renaissance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Zombicide: Black Plague,1,6,180,60,180,2015,7.95424,7.4226,4890,10,"Co-operative Play, Dice Rolling, Modular Board, Variable Player Powers",0,1,1,0,0,0,0,0,0,0,0,0,0,0,9744,"Adventure, Fantasy, Fighting, Horror, Medieval, Miniatures, Zombies",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
100,Jaipur,2,2,30,30,30,2009,7.54647,7.42199,18833,12,"Card Drafting, Hand Management, Set Collection",0,0,0,0,1,1,0,0,0,0,0,0,0,0,25875,"Animals, Card Game",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Village,2,4,90,60,90,2011,7.56773,7.41842,13918,12,"Set Collection, Worker Placement",0,0,0,0,1,0,0,0,0,0,0,0,0,0,17136,"Farming, Medieval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Ticket to Ride: Nordic Countries,2,3,60,30,60,2007,7.66681,7.41349,8096,8,"Card Drafting, Hand Management, Route/Network Building, Set Collection",0,0,0,0,1,1,0,0,0,0,0,0,0,0,11348,"Trains, Transportation, Travel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Mage Wars Arena,2,2,90,90,90,2012,7.81127,7.41188,6060,13,"Dice Rolling, Grid Movement, Simultaneous Action Selection, Variable Player Powers",0,1,1,0,0,0,0,0,0,0,0,0,0,0,10474,"Card Game, Fantasy, Fighting",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104,Go,2,2,180,30,180,-2200,7.6724,7.41118,11595,8,Area Enclosure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15482,Abstract Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Tichu,4,4,60,60,60,1991,7.6062,7.41046,10642,10,"Betting/Wagering, Hand Management, Partnerships, Trick-taking",0,0,0,1,0,1,0,0,0,0,0,0,0,0,15547,Card Game,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,Imperial Settlers,1,4,90,45,90,2014,7.58428,7.40329,12541,10,"Card Drafting, Hand Management, Take That, Variable Player Powers",0,0,1,0,0,1,0,0,0,0,0,0,0,0,17268,"Ancient, Card Game, City Building, Civilization",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
107,Memoir '44,2,6,60,30,60,2004,7.53092,7.39187,19505,8,"Area Control / Area Influence, Campaign / Battle Card Driven, Dice Rolling, Grid Movement, Hand Management, Modular Board, Simulation",1,1,0,0,0,1,0,0,1,0,0,0,0,0,24386,"Miniatures, Wargame, World War II",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
108,Legendary: A Marvel Deck Building Game,1,5,45,45,45,2012,7.63367,7.3902,12735,14,"Co-operative Play, Deck / Pool Building",0,0,0,0,0,0,1,0,0,0,0,0,0,0,19250,"Card Game, Comic Book / Strip",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,Ticket to Ride,2,5,60,30,60,2004,7.4819,7.38916,48857,8,"Hand Management, Route/Network Building, Set Collection",0,0,0,0,1,1,0,0,0,0,0,0,0,0,60901,"Trains, Travel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Hannibal: Rome vs. Carthage,2,2,200,40,200,1996,7.8287,7.38253,4327,12,"Area Control / Area Influence, Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement, Simulation",1,1,0,0,0,0,0,0,1,0,0,0,0,0,6745,"Ancient, Political, Wargame",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
111,Shogun,3,5,150,150,150,2006,7.57953,7.3788,10535,12,"Action / Movement Programming, Area Control / Area Influence, Area Movement, Auction/Bidding, Simultaneous Action Selection, Variable Phase Order",1,0,0,0,0,0,0,0,0,0,0,0,0,0,10487,"Economic, Medieval, Territory Building",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
112,Lewis & Clark,1,5,120,120,120,2013,7.5902,7.37637,8809,14,"Card Drafting, Deck / Pool Building, Hand Management, Point to Point Movement, Worker Placement",0,0,0,0,0,1,1,0,0,0,0,0,0,0,11041,"American West, Racing",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
113,Captain Sonar,2,8,60,45,60,2016,7.82907,7.37628,4394,14,"Grid Movement, Line Drawing, Partnerships, Role Playing, Secret Unit Deployment, Simultaneous Action Selection",0,0,0,1,0,0,0,0,0,0,0,0,1,0,6487,"Deduction, Fighting, Nautical, Real-time, Wargame",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
114,Summoner Wars: Master Set,2,4,30,30,30,2011,7.61884,7.37583,8740,9,"Dice Rolling, Grid Movement, Hand Management, Variable Player Powers",0,1,1,0,0,1,0,0,0,0,0,0,0,0,11457,"Card Game, Fantasy, Fighting",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
115,Galaxy Trucker,2,4,60,60,60,2007,7.47583,7.37318,20917,10,"Dice Rolling, Tile Placement",0,1,0,0,0,0,0,1,0,0,0,0,0,0,20995,"Humor, Real-time, Science Fiction, Space Exploration, Transportation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,BattleLore (Second Edition),2,2,90,45,90,2013,7.9369,7.37007,3585,14,"Campaign / Battle Card Driven, Dice Rolling, Grid Movement, Modular Board, Variable Player Powers",0,1,1,0,0,0,0,0,0,0,0,0,0,0,6221,"Dice, Fantasy, Miniatures, Wargame",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
117,Dungeon Petz,2,4,90,90,90,2011,7.58616,7.36853,8730,13,"Auction/Bidding, Hand Management, Worker Placement",0,0,0,0,0,1,0,0,0,0,0,0,0,0,11667,"Animals, Fantasy, Humor",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
118,Age of Empires III: The Age of Discovery,2,5,120,90,120,2007,7.58541,7.36805,8911,10,"Area Control / Area Influence, Set Collection, Worker Placement",1,0,0,0,1,0,0,0,0,0,0,0,0,0,7595,"Civilization, Exploration, Renaissance, Video Game Theme",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
119,Imperial,2,6,180,120,180,2006,7.63273,7.36493,7222,13,"Area Control / Area Influence, Area Movement, Stock Holding",1,0,0,0,0,0,0,0,0,0,0,0,0,0,6120,"Economic, Fighting, Nautical, Political",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
120,Space Alert,1,5,30,30,30,2008,7.52962,7.35805,11927,12,"Action / Movement Programming, Area Movement, Co-operative Play, Hand Management, Simultaneous Action Selection",0,0,0,0,0,1,0,0,0,0,0,0,0,0,16054,"Electronic, Real-time, Science Fiction, Space Exploration",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,Runewars,2,4,180,180,180,2010,7.69891,7.35462,6501,14,"Area Control / Area Influence, Area Movement, Auction/Bidding, Modular Board, Simultaneous Action Selection, Variable Player Powers",1,0,1,0,0,0,0,0,0,0,0,0,0,0,8390,"Adventure, Fantasy, Fighting, Wargame",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
122,Ra,2,5,60,45,60,1999,7.47423,7.35261,15495,12,"Auction/Bidding, Press Your Luck, Set Collection",0,0,0,0,1,0,0,0,0,0,0,0,0,0,14524,"Ancient, Mythology",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,Cyclades,2,5,90,60,90,2009,7.5381,7.35216,12259,13,"Area Control / Area Influence, Area Movement, Auction/Bidding, Card Drafting, Dice Rolling, Set Collection",1,1,0,0,1,0,0,0,0,0,0,0,0,0,13132,"Ancient, City Building, Civilization, Fighting, Miniatures, Mythology, Nautical",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124,YINSH,2,2,60,30,60,2003,7.6813,7.34739,5398,9,"Grid Movement, Pattern Building",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6619,Abstract Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,Above and Below,2,4,90,90,90,2015,7.68013,7.34302,5777,13,"Action Point Allowance System, Card Drafting, Deck / Pool Building, Dice Rolling, Set Collection, Storytelling, Trading, Worker Placement",0,1,0,0,1,0,1,0,0,1,0,0,0,0,9184,"Adventure, Book, City Building, Economic, Exploration, Fantasy, Farming, Negotiation",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
126,Mysterium,2,7,42,42,42,2015,7.52514,7.34168,12578,10,"Co-operative Play, Hand Management, Pattern Recognition",0,0,0,0,0,1,0,0,0,0,0,0,0,0,19416,"Deduction, Murder/Mystery, Party Game",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
127,Bora Bora,2,4,120,60,120,2013,7.60836,7.34072,6586,12,"Dice Rolling, Set Collection, Worker Placement",0,1,0,0,1,0,0,0,0,0,0,0,0,0,9119,Dice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
128,Carcassonne,2,5,45,30,45,2000,7.43523,7.33613,67932,8,"Area Control / Area Influence, Tile Placement",1,0,0,0,0,0,0,1,0,0,0,0,0,0,93971,"City Building, Medieval, Territory Building",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
129,Glory to Rome,2,5,60,60,60,2005,7.5004,7.3357,10950,12,"Card Drafting, Hand Management, Set Collection, Variable Phase Order",0,0,0,0,1,1,0,0,0,0,0,0,0,0,12233,"Ancient, Card Game, City Building, Economic",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
130,Alien Frontiers,2,4,90,90,90,2010,7.49681,7.3287,11415,13,"Area Control / Area Influence, Card Drafting, Dice Rolling, Worker Placement",1,1,0,0,0,0,0,0,0,0,0,0,0,0,11219,"Dice, Science Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131,Targi,2,2,60,60,60,2012,7.61565,7.32394,6127,12,"Modular Board, Set Collection, Worker Placement",0,0,0,0,1,0,0,0,0,0,0,0,0,0,8847,"Arabian, Card Game",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Here I Stand,2,6,360,360,360,2006,7.94207,7.32159,2919,12,"Campaign / Battle Card Driven, Dice Rolling, Hand Management, Point to Point Movement, Variable Player Powers",0,1,1,0,0,1,0,0,0,0,0,0,0,0,4027,"Negotiation, Political, Religious, Renaissance, Wargame",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
133,Dixit Odyssey,3,12,30,30,30,2011,7.52943,7.32008,10046,8,"Partnerships, Simultaneous Action Selection, Storytelling, Voting",0,0,0,1,0,0,0,0,0,1,0,0,0,0,13575,"Humor, Party Game",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
134,The Resistance,5,10,30,30,30,2009,7.42726,7.32004,25899,13,"Partnerships, Simultaneous Action Selection, Voting",0,0,0,1,0,0,0,0,0,0,0,0,0,0,38546,"Bluffing, Deduction, Negotiation, Party Game, Science Fiction, Spies/Secret Agents",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
135,Seasons,2,4,60,60,60,2012,7.46718,7.31951,14118,14,"Card Drafting, Dice Rolling, Hand Management, Take That",0,1,0,0,0,1,0,0,0,0,0,0,0,0,17147,"Card Game, Dice, Fantasy",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
136,Sekigahara: The Unification of Japan,2,2,180,180,180,2011,8.06674,7.31423,2327,12,"Hand Management, Point to Point Movement, Secret Unit Deployment",0,0,0,0,0,1,0,0,0,0,0,0,0,0,4304,"Civil War, Renaissance, Wargame",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
137,Grand Austria Hotel,2,4,120,60,120,2015,7.76754,7.31197,3980,12,"Dice Rolling, Set Collection",0,1,0,0,1,0,0,0,0,0,0,0,0,0,5221,Economic,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
138,Navegador,2,5,90,60,90,2010,7.58862,7.31166,6158,12,Area Movement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5955,"Economic, Exploration, Nautical, Renaissance",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
139,Sid Meier's Civilization: The Board Game,2,4,240,120,240,2010,7.50749,7.30814,11461,13,"Card Drafting, Deck / Pool Building, Grid Movement, Hand Management, Modular Board, Rock-Paper-Scissors, Simultaneous Action Selection, Trading, Variable Player Powers",0,0,1,0,0,1,1,0,0,0,0,0,0,0,15017,"City Building, Civilization, Exploration, Negotiation, Video Game Theme",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Fury of Dracula (third edition),2,5,180,120,180,2015,7.71987,7.30634,4716,14,"Partnerships, Point to Point Movement, Secret Unit Deployment, Variable Player Powers",0,0,1,1,0,0,0,0,0,0,0,0,0,0,11168,"Adventure, Deduction, Fighting, Horror, Novel-based",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
141,Power Grid Deluxe: Europe/North America,2,6,120,120,120,2014,8.14398,7.30563,2101,12,"Auction/Bidding, Route/Network Building",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4040,"Economic, Industry / Manufacturing",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
142,Isle of Skye: From Chieftain to King,2,5,50,30,50,2015,7.51648,7.30092,8736,8,"Auction/Bidding, Set Collection, Tile Placement",0,0,0,0,1,0,0,1,0,0,0,0,0,0,11903,"Economic, Territory Building",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
143,1960: The Making of the President,2,2,90,90,90,2007,7.56443,7.30089,6979,12,"Area Control / Area Influence, Campaign / Battle Card Driven, Hand Management",1,0,0,0,0,1,0,0,0,0,0,0,0,0,7529,Political,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,1830: Railways & Robber Barons,2,7,360,180,360,1986,7.81422,7.30054,3382,14,"Auction/Bidding, Route/Network Building, Stock Holding, Tile Placement",0,0,0,0,0,0,0,1,0,0,0,0,0,0,4965,"Economic, Trains, Transportation",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
145,Magic: The Gathering,2,2,20,20,20,1993,7.43943,7.30015,23139,13,"Hand Management, Player Elimination",0,0,0,0,0,1,0,0,0,0,0,1,0,0,25624,"Card Game, Collectible Components, Fantasy, Fighting",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
146,Agricola: All Creatures Big and Small,2,2,30,30,30,2012,7.50264,7.29847,9178,13,"Area Enclosure, Tile Placement, Worker Placement",0,0,0,0,0,0,0,1,0,0,0,0,0,0,14191,"Animals, Farming",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,Imperial 2030,2,6,120,120,120,2009,7.7388,7.29718,4037,12,"Area Control / Area Influence, Area Movement, Stock Holding",1,0,0,0,0,0,0,0,0,0,0,0,0,0,4216,"Economic, Fighting, Nautical, Political",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
148,Die Macher,3,5,240,240,240,1986,7.66336,7.28823,4518,14,"Area Control / Area Influence, Auction/Bidding, Dice Rolling, Hand Management, Simultaneous Action Selection",1,1,0,0,0,1,0,0,0,0,0,0,0,0,5270,"Economic, Negotiation, Political",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
149,Samurai,2,4,60,30,60,1998,7.44181,7.28317,12091,10,"Area Control / Area Influence, Hand Management, Set Collection, Tile Placement",1,0,0,0,1,1,0,1,0,0,0,0,0,0,11967,"Abstract Strategy, Medieval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Kingdom Death: Monster,1,6,180,60,180,2015,8.89899,7.28089,2013,17,"Co-operative Play, Dice Rolling, Grid Movement, Role Playing, Storytelling",0,1,0,0,0,0,0,0,0,1,0,0,1,0,2675,"Adventure, Fantasy, Horror, Mature / Adult, Miniatures, Mythology",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
151,Claustrophobia,2,2,45,45,45,2009,7.61185,7.27889,5651,14,"Dice Rolling, Modular Board, Variable Player Powers",0,1,1,0,0,0,0,0,0,0,0,0,0,0,8118,"Horror, Adventure, Fantasy, Fighting, Miniatures",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
152,Dungeon Lords,2,4,90,90,90,2009,7.45713,7.2751,10795,12,"Action / Movement Programming, Hand Management, Simultaneous Action Selection, Tile Placement, Worker Placement",0,0,0,0,0,1,0,1,0,0,0,0,0,0,11761,"Economic, Fantasy, Fighting, Humor",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
153,Small World,2,5,80,40,80,2009,7.35426,7.27403,43718,8,"Area Control / Area Influence, Area Movement, Dice Rolling, Variable Player Powers",1,1,1,0,0,0,0,0,0,0,0,0,0,0,55410,"Fantasy, Fighting, Territory Building",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
154,Blood Bowl: Living Rulebook,2,2,120,120,120,2004,7.87439,7.26895,3022,12,"Dice Rolling, Grid Movement, Variable Player Powers",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2842,"Collectible Components, Expansion for Base-game, Fantasy, Fighting, Miniatures, Sports",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
155,Battle Line,2,2,30,30,30,2000,7.42222,7.26861,12315,12,"Hand Management, Set Collection",0,0,0,0,1,1,0,0,0,0,0,0,0,0,14926,"Ancient, Card Game, Deduction",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,Star Wars: Armada,2,2,120,120,120,2015,7.99396,7.26837,2769,14,"Action / Movement Programming, Dice Rolling, Variable Player Powers",0,1,1,0,0,0,0,0,0,0,0,0,0,0,5931,"Collectible Components, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
157,Dixit,3,6,30,30,30,2008,7.35573,7.26376,31602,6,"Simultaneous Action Selection, Storytelling, Voting",0,0,0,0,0,0,0,0,0,1,0,0,0,0,40978,"Card Game, Humor, Party Game",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
158,Letters from Whitechapel,2,6,120,120,120,2011,7.48684,7.26246,9100,13,"Memory, Partnerships, Point to Point Movement, Secret Unit Deployment",0,0,0,1,0,0,0,0,0,0,1,0,0,0,12299,"Bluffing, Deduction, Murder/Mystery, Post-Napoleonic",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
159,BattleCON: Devastation of Indines,1,5,45,45,45,2013,8.09884,7.26106,2187,10,"Hand Management, Point to Point Movement, Simultaneous Action Selection, Variable Player Powers",0,0,1,0,0,1,0,0,0,0,0,0,0,0,3728,"Card Game, Fighting",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,Sushi Go Party!,2,8,20,20,20,2016,7.70737,7.26005,4210,8,"Card Drafting, Hand Management, Set Collection, Simultaneous Action Selection",0,0,0,0,1,1,0,0,0,0,0,0,0,0,9261,Card Game,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Dead of Winter: The Long Night,2,5,120,60,120,2016,8.10918,7.25956,2332,14,"Action Point Allowance System, Area Movement, Co-operative Play, Dice Rolling, Hand Management, Storytelling, Variable Player Powers, Voting",0,1,1,0,0,1,0,0,0,1,0,0,0,0,6999,"Bluffing, Deduction, Horror, Mature / Adult, Science Fiction, Zombies",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
162,Pandemic Iberia,2,5,45,45,45,2016,8.21366,7.25558,1885,8,"Action Point Allowance System, Co-operative Play, Hand Management, Point to Point Movement, Set Collection, Variable Player Powers",0,0,1,0,1,1,0,0,0,0,0,0,0,0,4639,Medical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Mission: Red Planet (Second Edition),2,6,90,45,90,2015,7.66456,7.25166,4297,14,"Area Control / Area Influence, Hand Management, Simultaneous Action Selection",1,0,0,0,0,1,0,0,0,0,0,0,0,0,6602,Science Fiction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,Mice and Mystics,1,4,120,120,120,2012,7.47195,7.2512,11009,7,"Area Movement, Co-operative Play, Dice Rolling, Role Playing, Variable Player Powers",0,1,1,0,0,0,0,0,0,0,0,0,1,0,21177,"Adventure, Dice, Exploration, Fantasy, Fighting, Miniatures",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
165,Codenames: Pictures,2,8,20,10,20,2016,7.58468,7.24983,5347,10,"Memory, Partnerships, Pattern Recognition, Press Your Luck",0,0,0,1,0,0,0,0,0,0,1,0,0,0,10972,"Deduction, Party Game, Spies/Secret Agents",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
166,Clash of Cultures,2,4,240,180,240,2012,7.6963,7.24947,3966,14,"Action Point Allowance System, Dice Rolling, Grid Movement, Hand Management, Modular Board, Trading, Variable Player Powers",0,1,1,0,0,1,0,0,0,0,0,0,0,0,4902,"Ancient, City Building, Civilization, Economic, Exploration, Medieval, Territory Building",0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
167,Bruges,2,4,60,60,60,2013,7.48883,7.24783,7172,10,"Dice Rolling, Hand Management",0,1,0,0,0,1,0,0,0,0,0,0,0,0,8441,"Card Game, City Building, Dice, Economic, Renaissance",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
168,Ghost Stories,1,4,60,60,60,2008,7.38702,7.247,14299,12,"Co-operative Play, Dice Rolling, Grid Movement, Modular Board, Variable Player Powers",0,1,1,0,0,0,0,0,0,0,0,0,0,0,18487,"Fantasy, Fighting, Horror, Mythology",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
169,Advanced Squad Leader,2,2,480,120,480,1985,7.93692,7.24283,2949,14,"Auction/Bidding, Dice Rolling, Hex-and-Counter, Modular Board, Press Your Luck, Secret Unit Deployment, Simulation, Time Track, Variable Player Powers",0,1,1,0,0,0,0,0,1,0,0,0,0,0,4674,"Wargame, World War II",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
170,Endeavor,3,5,90,90,90,2009,7.45608,7.24224,8030,12,"Area Control / Area Influence, Card Drafting, Set Collection",1,0,0,0,1,0,0,0,0,0,0,0,0,0,6718,"Exploration, Nautical, Renaissance",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,Merchants & Marauders,2,4,180,180,180,2010,7.45066,7.23992,9709,13,"Action Point Allowance System, Area Movement, Dice Rolling, Pick-up and Deliver, Variable Player Powers",0,1,1,0,0,0,0,0,0,0,0,0,0,0,13047,"Adventure, Nautical, Pirates, Transportation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
